threshold,token_precision,token_recall,token_f1,char_precision,char_recall,char_f1,gc_tot,pc_tot,ov_tot,ans_precision,ans_recall,ans_f1,TP,FP,FN,TN,gold_positive_rate,predicted_positive_rate,cat_A,cat_B,cat_C,cat_D,gate_model,gate_threshold,token_threshold
0.37,0.2877,0.618,0.3926,0.2904,0.6187,0.3953,62074.0,132239.0,38408.0,0.5111,0.6101,0.5562,9372.0,23204.0,5793.0,48338.0,0.1749,0.3757,230,147,220,659,HG,0.37,0.21
0.37,0.29,0.5863,0.388,0.2924,0.588,0.3906,62074.0,124814.0,36499.0,0.5116,0.5836,0.5452,8891.0,21768.0,6274.0,49774.0,0.1749,0.3536,220,157,210,669,HG,0.37,0.23
0.37,0.2938,0.5516,0.3834,0.2963,0.5563,0.3866,62074.0,116549.0,34529.0,0.5097,0.557,0.5323,8365.0,20106.0,6800.0,51436.0,0.1749,0.3284,210,167,202,677,HG,0.37,0.25
0.37,0.2983,0.5135,0.3773,0.2994,0.5198,0.38,62074.0,107752.0,32264.0,0.5123,0.5544,0.5325,7787.0,18321.0,7378.0,53221.0,0.1749,0.3011,209,168,199,680,HG,0.37,0.27
0.37,0.304,0.4708,0.3695,0.3057,0.4813,0.3739,62074.0,97733.0,29877.0,0.5038,0.5305,0.5168,7140.0,16343.0,8025.0,55199.0,0.1749,0.2708,200,177,197,682,HG,0.37,0.29
0.37,0.31,0.4209,0.357,0.3111,0.4341,0.3624,62074.0,86633.0,26948.0,0.504,0.5066,0.5053,6383.0,14207.0,8782.0,57335.0,0.1749,0.2375,191,186,188,691,HG,0.37,0.31
0.37,0.3156,0.3685,0.34,0.3158,0.3843,0.3467,62074.0,75543.0,23854.0,0.5112,0.4828,0.4966,5589.0,12120.0,9576.0,59422.0,0.1749,0.2042,182,195,174,705,HG,0.37,0.33
0.37,0.3241,0.3138,0.3189,0.3238,0.3318,0.3277,62074.0,63620.0,20598.0,0.5195,0.4589,0.4873,4759.0,9924.0,10406.0,61618.0,0.1749,0.1693,173,204,160,719,HG,0.37,0.35
0.37,0.334,0.2596,0.2921,0.3328,0.2781,0.303,62074.0,51872.0,17265.0,0.5395,0.435,0.4816,3937.0,7852.0,11228.0,63690.0,0.1749,0.136,164,213,140,739,HG,0.37,0.37
0.37,0.3493,0.2105,0.2627,0.3465,0.2266,0.274,62074.0,40603.0,14068.0,0.5414,0.382,0.4479,3192.0,5945.0,11973.0,65597.0,0.1749,0.1054,144,233,122,757,HG,0.37,0.39
0.39,0.2456,0.7876,0.3744,0.2474,0.7833,0.376,62074.0,196558.0,48620.0,0.4671,0.6976,0.5596,11944.0,36691.0,3221.0,34851.0,0.1749,0.5609,263,114,300,579,HG,0.39,0.05
0.39,0.2576,0.7592,0.3847,0.2595,0.7551,0.3863,62074.0,180594.0,46872.0,0.4762,0.6897,0.5634,11513.0,33179.0,3652.0,38363.0,0.1749,0.5154,260,117,286,593,HG,0.39,0.07
0.39,0.2661,0.7352,0.3907,0.2682,0.7313,0.3925,62074.0,169243.0,45394.0,0.4858,0.6817,0.5673,11150.0,30759.0,4015.0,40783.0,0.1749,0.4833,257,120,272,607,HG,0.39,0.09
0.39,0.2726,0.7153,0.3948,0.2752,0.7119,0.3969,62074.0,160580.0,44191.0,0.4883,0.6658,0.5634,10848.0,28944.0,4317.0,42598.0,0.1749,0.4589,251,126,263,616,HG,0.39,0.11
0.39,0.2769,0.6944,0.3959,0.2795,0.6914,0.3981,62074.0,153565.0,42918.0,0.499,0.6525,0.5655,10531.0,27500.0,4634.0,44042.0,0.1749,0.4386,246,131,247,632,HG,0.39,0.13
0.39,0.2801,0.6746,0.3959,0.2827,0.6716,0.3979,62074.0,147468.0,41689.0,0.5085,0.6366,0.5654,10230.0,26287.0,4935.0,45255.0,0.1749,0.4212,240,137,232,647,HG,0.39,0.15
0.39,0.2833,0.6542,0.3954,0.2863,0.6527,0.398,62074.0,141520.0,40514.0,0.5119,0.626,0.5632,9921.0,25098.0,5244.0,46444.0,0.1749,0.4039,236,141,225,654,HG,0.39,0.17
0.39,0.2871,0.6332,0.3951,0.2899,0.6321,0.3975,62074.0,135361.0,39240.0,0.5192,0.6101,0.561,9602.0,23844.0,5563.0,47698.0,0.1749,0.3857,230,147,213,666,HG,0.39,0.19
0.39,0.2899,0.6078,0.3925,0.2926,0.6084,0.3952,62074.0,129056.0,37767.0,0.5234,0.5942,0.5565,9217.0,22582.0,5948.0,48960.0,0.1749,0.3667,224,153,204,675,HG,0.39,0.21
0.39,0.2922,0.5768,0.3879,0.2947,0.5785,0.3905,62074.0,121845.0,35908.0,0.5244,0.5703,0.5464,8747.0,21192.0,6418.0,50350.0,0.1749,0.3453,215,162,195,684,HG,0.39,0.23
0.39,0.2961,0.5437,0.3834,0.2987,0.5482,0.3867,62074.0,113926.0,34032.0,0.5216,0.5438,0.5325,8245.0,19601.0,6920.0,51941.0,0.1749,0.3212,205,172,188,691,HG,0.39,0.25
0.39,0.3,0.5063,0.3768,0.3015,0.5126,0.3797,62074.0,105545.0,31821.0,0.5244,0.5411,0.5326,7678.0,17912.0,7487.0,53630.0,0.1749,0.2951,204,173,185,694,HG,0.39,0.27
0.39,0.3056,0.4647,0.3687,0.3075,0.475,0.3733,62074.0,95889.0,29487.0,0.5159,0.5172,0.5166,7047.0,16014.0,8118.0,55528.0,0.1749,0.266,195,182,183,696,HG,0.39,0.29
0.39,0.3111,0.4155,0.3558,0.3124,0.4288,0.3615,62074.0,85192.0,26615.0,0.518,0.496,0.5068,6301.0,13954.0,8864.0,57588.0,0.1749,0.2336,187,190,174,705,HG,0.39,0.31
0.39,0.3159,0.3637,0.3381,0.3162,0.3793,0.3449,62074.0,74451.0,23545.0,0.5251,0.4721,0.4972,5516.0,11946.0,9649.0,59596.0,0.1749,0.2014,178,199,161,718,HG,0.39,0.33
0.39,0.3241,0.3101,0.3169,0.3239,0.3278,0.3259,62074.0,62823.0,20350.0,0.5331,0.4483,0.487,4702.0,9807.0,10463.0,61735.0,0.1749,0.1673,169,208,148,731,HG,0.39,0.35
0.39,0.3341,0.2576,0.2909,0.3332,0.2759,0.3018,62074.0,51404.0,17126.0,0.5498,0.4244,0.479,3906.0,7784.0,11259.0,63758.0,0.1749,0.1348,160,217,131,748,HG,0.39,0.37
0.39,0.3495,0.2098,0.2622,0.3464,0.2257,0.2733,62074.0,40439.0,14010.0,0.5529,0.374,0.4462,3181.0,5921.0,11984.0,65621.0,0.1749,0.105,141,236,114,765,HG,0.39,0.39
0.41,0.2463,0.7683,0.373,0.2483,0.7647,0.3748,62074.0,191208.0,47469.0,0.4782,0.6684,0.5575,11651.0,35660.0,3514.0,35882.0,0.1749,0.5456,252,125,275,604,HG,0.41,0.05
0.41,0.2578,0.7407,0.3825,0.26,0.7375,0.3845,62074.0,176052.0,45777.0,0.4863,0.6605,0.5602,11232.0,32337.0,3933.0,39205.0,0.1749,0.5025,249,128,263,616,HG,0.41,0.07
0.41,0.266,0.717,0.388,0.2684,0.7139,0.3902,62074.0,165083.0,44316.0,0.494,0.6525,0.5623,10873.0,30004.0,4292.0,41538.0,0.1749,0.4714,246,131,252,627,HG,0.41,0.09
0.41,0.2724,0.6973,0.3917,0.2753,0.6949,0.3944,62074.0,156662.0,43134.0,0.4979,0.6393,0.5598,10575.0,28250.0,4590.0,43292.0,0.1749,0.4478,241,136,243,636,HG,0.41,0.11
0.41,0.2767,0.6771,0.3928,0.2795,0.6747,0.3953,62074.0,149830.0,41882.0,0.5086,0.626,0.5612,10268.0,26845.0,4897.0,44697.0,0.1749,0.428,236,141,228,651,HG,0.41,0.13
0.41,0.28,0.6578,0.3928,0.2827,0.6554,0.3951,62074.0,143893.0,40685.0,0.5169,0.6101,0.5596,9976.0,25657.0,5189.0,45885.0,0.1749,0.411,230,147,215,664,HG,0.41,0.15
0.41,0.2832,0.6382,0.3923,0.2865,0.6375,0.3954,62074.0,138108.0,39573.0,0.5207,0.5995,0.5573,9679.0,24495.0,5486.0,47047.0,0.1749,0.3941,226,151,208,671,HG,0.41,0.17
0.41,0.2873,0.6187,0.3923,0.2904,0.6183,0.3952,62074.0,132171.0,38380.0,0.5276,0.5836,0.5542,9382.0,23278.0,5783.0,48264.0,0.1749,0.3767,220,157,197,682,HG,0.41,0.19
0.41,0.2905,0.5951,0.3904,0.2935,0.5962,0.3934,62074.0,126077.0,37006.0,0.5335,0.5703,0.5513,9025.0,22047.0,6140.0,49495.0,0.1749,0.3584,215,162,188,691,HG,0.41,0.21
0.41,0.2932,0.5659,0.3862,0.296,0.568,0.3892,62074.0,119094.0,35256.0,0.5349,0.5491,0.5419,8582.0,20693.0,6583.0,50849.0,0.1749,0.3376,207,170,180,699,HG,0.41,0.23
0.41,0.2971,0.5345,0.3819,0.3001,0.5392,0.3856,62074.0,111513.0,33468.0,0.5323,0.5252,0.5287,8105.0,19175.0,7060.0,52367.0,0.1749,0.3146,198,179,174,705,HG,0.41,0.25
0.41,0.3008,0.498,0.3751,0.3027,0.5045,0.3784,62074.0,103432.0,31314.0,0.5366,0.5252,0.5308,7552.0,17552.0,7613.0,53990.0,0.1749,0.2895,198,179,171,708,HG,0.41,0.27
0.41,0.3056,0.4568,0.3662,0.3081,0.4673,0.3714,62074.0,94141.0,29007.0,0.5292,0.504,0.5163,6927.0,15738.0,8238.0,55804.0,0.1749,0.2614,190,187,169,710,HG,0.41,0.29
0.41,0.31,0.408,0.3523,0.312,0.4216,0.3586,62074.0,83886.0,26171.0,0.5322,0.4828,0.5063,6188.0,13775.0,8977.0,57767.0,0.1749,0.2302,182,195,160,719,HG,0.41,0.31
0.41,0.3141,0.3567,0.3341,0.315,0.3725,0.3414,62074.0,73392.0,23121.0,0.5356,0.4589,0.4943,5410.0,11813.0,9755.0,59729.0,0.1749,0.1986,173,204,150,729,HG,0.41,0.33
0.41,0.3221,0.3045,0.313,0.3226,0.3224,0.3225,62074.0,62051.0,20015.0,0.543,0.435,0.4831,4617.0,9719.0,10548.0,61823.0,0.1749,0.1653,164,213,138,741,HG,0.41,0.35
0.41,0.3319,0.2533,0.2873,0.3315,0.2718,0.2987,62074.0,50898.0,16871.0,0.5552,0.4138,0.4742,3841.0,7732.0,11324.0,63810.0,0.1749,0.1335,156,221,125,754,HG,0.41,0.37
0.41,0.3477,0.2069,0.2594,0.3451,0.2229,0.2709,62074.0,40096.0,13838.0,0.5565,0.366,0.4416,3137.0,5884.0,12028.0,65658.0,0.1749,0.104,138,239,110,769,HG,0.41,0.39
0.43,0.2477,0.7537,0.3729,0.2496,0.75,0.3746,62074.0,186515.0,46556.0,0.4869,0.6419,0.5538,11430.0,34716.0,3735.0,36826.0,0.1749,0.5322,242,135,255,624,HG,0.43,0.05
0.43,0.2588,0.7268,0.3816,0.2609,0.7234,0.3835,62074.0,172132.0,44904.0,0.4918,0.634,0.5539,11022.0,31575.0,4143.0,39967.0,0.1749,0.4913,239,138,247,632,HG,0.43,0.07
0.43,0.2669,0.7034,0.387,0.2693,0.7001,0.3889,62074.0,161410.0,43461.0,0.4979,0.6286,0.5557,10667.0,29298.0,4498.0,42244.0,0.1749,0.4609,237,140,239,640,HG,0.43,0.09
0.43,0.2732,0.6841,0.3905,0.2761,0.6815,0.3929,62074.0,153233.0,42302.0,0.5032,0.618,0.5548,10375.0,27595.0,4790.0,43947.0,0.1749,0.4379,233,144,230,649,HG,0.43,0.11
0.43,0.2774,0.6644,0.3914,0.2801,0.6618,0.3936,62074.0,146662.0,41078.0,0.5147,0.6048,0.5561,10076.0,26247.0,5089.0,45295.0,0.1749,0.4189,228,149,215,664,HG,0.43,0.13
0.43,0.2804,0.6454,0.3909,0.283,0.6427,0.393,62074.0,140987.0,39898.0,0.5236,0.5889,0.5543,9788.0,25122.0,5377.0,46420.0,0.1749,0.4026,222,155,202,677,HG,0.43,0.15
0.43,0.2834,0.6261,0.3902,0.2865,0.6251,0.3929,62074.0,135427.0,38801.0,0.5266,0.5782,0.5512,9495.0,24013.0,5670.0,47529.0,0.1749,0.3865,218,159,196,683,HG,0.43,0.17
0.43,0.2871,0.6067,0.3898,0.29,0.606,0.3923,62074.0,129711.0,37615.0,0.5338,0.565,0.549,9200.0,22843.0,5965.0,48699.0,0.1749,0.3696,213,164,186,693,HG,0.43,0.19
0.43,0.29,0.5836,0.3875,0.293,0.5844,0.3903,62074.0,123822.0,36277.0,0.5389,0.5517,0.5452,8851.0,21665.0,6314.0,49877.0,0.1749,0.3519,208,169,178,701,HG,0.43,0.21
0.43,0.2924,0.5548,0.383,0.2952,0.5564,0.3857,62074.0,117023.0,34540.0,0.5405,0.5305,0.5355,8414.0,20363.0,6751.0,51179.0,0.1749,0.3319,200,177,170,709,HG,0.43,0.23
0.43,0.296,0.5242,0.3784,0.2989,0.5282,0.3818,62074.0,109690.0,32790.0,0.535,0.5066,0.5204,7950.0,18905.0,7215.0,52637.0,0.1749,0.3097,191,186,166,713,HG,0.43,0.25
0.43,0.2997,0.4892,0.3717,0.3015,0.4947,0.3747,62074.0,101845.0,30708.0,0.538,0.5066,0.5219,7418.0,17330.0,7747.0,54212.0,0.1749,0.2854,191,186,164,715,HG,0.43,0.27
0.43,0.3045,0.4495,0.363,0.3067,0.4588,0.3676,62074.0,92840.0,28477.0,0.5304,0.4854,0.5069,6816.0,15569.0,8349.0,55973.0,0.1749,0.2582,183,194,162,717,HG,0.43,0.29
0.43,0.3092,0.4026,0.3498,0.311,0.4152,0.3557,62074.0,82868.0,25775.0,0.5317,0.4668,0.4972,6105.0,13640.0,9060.0,57902.0,0.1749,0.2277,176,201,155,724,HG,0.43,0.31
0.43,0.3133,0.3527,0.3318,0.3143,0.3681,0.3391,62074.0,72683.0,22847.0,0.5353,0.443,0.4848,5348.0,11721.0,9817.0,59821.0,0.1749,0.1969,167,210,145,734,HG,0.43,0.33
0.43,0.3208,0.3011,0.3107,0.3214,0.3189,0.3201,62074.0,61581.0,19793.0,0.5408,0.4218,0.4739,4566.0,9665.0,10599.0,61877.0,0.1749,0.1641,159,218,135,744,HG,0.43,0.35
0.43,0.3305,0.2508,0.2852,0.33,0.269,0.2964,62074.0,50591.0,16696.0,0.5531,0.4005,0.4646,3804.0,7705.0,11361.0,63837.0,0.1749,0.1327,151,226,122,757,HG,0.43,0.37
0.43,0.3467,0.2053,0.2579,0.344,0.2212,0.2692,62074.0,39921.0,13731.0,0.5537,0.3554,0.433,3114.0,5869.0,12051.0,65673.0,0.1749,0.1036,134,243,108,771,HG,0.43,0.39
0.45,0.2507,0.743,0.3749,0.2528,0.7398,0.3768,62074.0,181684.0,45924.0,0.4989,0.6207,0.5532,11268.0,33678.0,3897.0,37864.0,0.1749,0.5184,234,143,235,644,HG,0.45,0.05
0.45,0.2615,0.7161,0.3831,0.2638,0.7132,0.3851,62074.0,167848.0,44272.0,0.5033,0.6127,0.5526,10860.0,30664.0,4305.0,40878.0,0.1749,0.4789,231,146,228,651,HG,0.45,0.07
0.45,0.2695,0.6928,0.3881,0.272,0.69,0.3902,62074.0,157493.0,42833.0,0.5078,0.6074,0.5531,10506.0,28475.0,4659.0,43067.0,0.1749,0.4496,229,148,222,657,HG,0.45,0.09
0.45,0.2759,0.6737,0.3914,0.2787,0.6714,0.3939,62074.0,149534.0,41679.0,0.5148,0.5995,0.5539,10216.0,26818.0,4949.0,44724.0,0.1749,0.4271,226,151,213,666,HG,0.45,0.11
0.45,0.2801,0.6543,0.3923,0.2829,0.6522,0.3946,62074.0,143093.0,40482.0,0.5262,0.5862,0.5546,9922.0,25495.0,5243.0,46047.0,0.1749,0.4085,221,156,199,680,HG,0.45,0.13
0.45,0.2832,0.6353,0.3918,0.2859,0.6333,0.3939,62074.0,137508.0,39312.0,0.5362,0.5703,0.5527,9635.0,24388.0,5530.0,47154.0,0.1749,0.3924,215,162,186,693,HG,0.45,0.15
0.45,0.2863,0.6163,0.391,0.2896,0.6158,0.3939,62074.0,132003.0,38223.0,0.5383,0.5597,0.5488,9346.0,23293.0,5819.0,48249.0,0.1749,0.3764,211,166,181,698,HG,0.45,0.17
0.45,0.2903,0.597,0.3906,0.2933,0.5971,0.3933,62074.0,126375.0,37063.0,0.5464,0.5464,0.5464,9054.0,22137.0,6111.0,49405.0,0.1749,0.3597,206,171,171,708,HG,0.45,0.19
0.45,0.2933,0.5743,0.3883,0.2964,0.5758,0.3914,62074.0,120577.0,35744.0,0.5519,0.5358,0.5437,8710.0,20985.0,6455.0,50557.0,0.1749,0.3425,202,175,164,715,HG,0.45,0.21
0.45,0.2959,0.5462,0.3838,0.2987,0.5482,0.3867,62074.0,113911.0,34027.0,0.5556,0.5172,0.5357,8283.0,19711.0,6882.0,51831.0,0.1749,0.3229,195,182,156,723,HG,0.45,0.23
0.45,0.2996,0.5165,0.3792,0.3024,0.5205,0.3826,62074.0,106831.0,32308.0,0.5503,0.4934,0.5203,7832.0,18311.0,7333.0,53231.0,0.1749,0.3015,186,191,152,727,HG,0.45,0.25
0.45,0.3033,0.4823,0.3724,0.3049,0.4877,0.3752,62074.0,99294.0,30273.0,0.5536,0.4934,0.5217,7314.0,16802.0,7851.0,54740.0,0.1749,0.2781,186,191,150,729,HG,0.45,0.27
0.45,0.3079,0.4435,0.3634,0.3099,0.4524,0.3678,62074.0,90628.0,28082.0,0.5443,0.4721,0.5057,6725.0,15117.0,8440.0,56425.0,0.1749,0.2519,178,199,149,730,HG,0.45,0.29
0.45,0.3128,0.3977,0.3502,0.3145,0.4102,0.356,62074.0,80968.0,25463.0,0.5429,0.4536,0.4942,6031.0,13251.0,9134.0,58291.0,0.1749,0.2224,171,206,144,735,HG,0.45,0.31
0.45,0.3171,0.3492,0.3324,0.318,0.3643,0.3396,62074.0,71107.0,22615.0,0.5455,0.4297,0.4807,5295.0,11402.0,9870.0,60140.0,0.1749,0.1926,162,215,135,744,HG,0.45,0.33
0.45,0.325,0.299,0.3115,0.3254,0.3165,0.3209,62074.0,60380.0,19647.0,0.552,0.4085,0.4695,4535.0,9418.0,10630.0,62124.0,0.1749,0.1609,154,223,125,754,HG,0.45,0.35
0.45,0.3346,0.2494,0.2858,0.3339,0.2671,0.2968,62074.0,49655.0,16579.0,0.5659,0.3873,0.4598,3782.0,7520.0,11383.0,64022.0,0.1749,0.1303,146,231,112,767,HG,0.45,0.37
0.45,0.3506,0.2046,0.2584,0.3477,0.2202,0.2696,62074.0,39313.0,13668.0,0.5633,0.3422,0.4257,3103.0,5747.0,12062.0,65795.0,0.1749,0.1021,129,248,100,779,HG,0.45,0.39
0.47,0.2531,0.725,0.3752,0.2555,0.7229,0.3776,62074.0,175641.0,44876.0,0.5068,0.5915,0.5459,10994.0,32451.0,4171.0,39091.0,0.1749,0.5011,223,154,217,662,HG,0.47,0.05
0.47,0.2635,0.6981,0.3826,0.2662,0.6963,0.3851,62074.0,162396.0,43224.0,0.5116,0.5836,0.5452,10586.0,29583.0,4579.0,41959.0,0.1749,0.4633,220,157,210,669,HG,0.47,0.07
0.47,0.2712,0.6748,0.3869,0.2741,0.6732,0.3895,62074.0,152472.0,41788.0,0.5166,0.5782,0.5457,10234.0,27501.0,4931.0,44041.0,0.1749,0.4352,218,159,204,675,HG,0.47,0.09
0.47,0.2773,0.6557,0.3897,0.2805,0.6546,0.3927,62074.0,144873.0,40634.0,0.5244,0.5703,0.5464,9944.0,25921.0,5221.0,45621.0,0.1749,0.4136,215,162,195,684,HG,0.47,0.11
0.47,0.2814,0.6364,0.3903,0.2845,0.6354,0.3931,62074.0,138616.0,39443.0,0.5344,0.557,0.5455,9651.0,24643.0,5514.0,46899.0,0.1749,0.3955,210,167,183,696,HG,0.47,0.13
0.47,0.2845,0.6177,0.3896,0.2876,0.6167,0.3922,62074.0,133122.0,38282.0,0.544,0.5411,0.5426,9367.0,23558.0,5798.0,47984.0,0.1749,0.3797,204,173,171,708,HG,0.47,0.15
0.47,0.2879,0.5995,0.389,0.2915,0.6,0.3924,62074.0,127772.0,37244.0,0.5435,0.5305,0.5369,9092.0,22485.0,6073.0,49057.0,0.1749,0.3642,200,177,168,711,HG,0.47,0.17
0.47,0.2921,0.5808,0.3887,0.2956,0.5821,0.3921,62074.0,122265.0,36136.0,0.5508,0.5172,0.5335,8808.0,21347.0,6357.0,50195.0,0.1749,0.3478,195,182,159,720,HG,0.47,0.19
0.47,0.2952,0.5587,0.3863,0.2988,0.5614,0.39,62074.0,116610.0,34846.0,0.5569,0.5066,0.5306,8473.0,20231.0,6692.0,51311.0,0.1749,0.331,191,186,152,727,HG,0.47,0.21
0.47,0.2979,0.5321,0.382,0.3014,0.5352,0.3856,62074.0,110233.0,33222.0,0.561,0.4881,0.522,8070.0,19018.0,7095.0,52524.0,0.1749,0.3124,184,193,144,735,HG,0.47,0.23
0.47,0.3019,0.5045,0.3777,0.3054,0.5091,0.3818,62074.0,103481.0,31603.0,0.5556,0.4642,0.5058,7650.0,17692.0,7515.0,53850.0,0.1749,0.2923,175,202,140,739,HG,0.47,0.25
0.47,0.3057,0.4721,0.3711,0.308,0.4778,0.3746,62074.0,96305.0,29662.0,0.5591,0.4642,0.5072,7159.0,16260.0,8006.0,55282.0,0.1749,0.2701,175,202,138,741,HG,0.47,0.27
0.47,0.3103,0.4351,0.3622,0.3127,0.444,0.367,62074.0,88132.0,27563.0,0.5493,0.443,0.4905,6598.0,14668.0,8567.0,56874.0,0.1749,0.2453,167,210,137,742,HG,0.47,0.29
0.47,0.3142,0.3906,0.3483,0.3169,0.4032,0.3549,62074.0,78994.0,25030.0,0.5495,0.4271,0.4806,5924.0,12929.0,9241.0,58613.0,0.1749,0.2174,161,216,132,747,HG,0.47,0.31
0.47,0.3179,0.3435,0.3302,0.3199,0.3588,0.3382,62074.0,69622.0,22272.0,0.5507,0.4032,0.4655,5209.0,11175.0,9956.0,60367.0,0.1749,0.189,152,225,124,755,HG,0.47,0.33
0.47,0.3255,0.2952,0.3096,0.3267,0.3128,0.3196,62074.0,59427.0,19414.0,0.5573,0.3873,0.457,4477.0,9276.0,10688.0,62266.0,0.1749,0.1586,146,231,116,763,HG,0.47,0.35
0.47,0.3356,0.2477,0.285,0.3352,0.2652,0.2962,62074.0,49111.0,16464.0,0.572,0.3687,0.4484,3756.0,7436.0,11409.0,64106.0,0.1749,0.1291,139,238,104,775,HG,0.47,0.37
0.47,0.3518,0.2039,0.2582,0.3491,0.2193,0.2694,62074.0,38994.0,13612.0,0.5714,0.3289,0.4175,3092.0,5698.0,12073.0,65844.0,0.1749,0.1014,124,253,93,786,HG,0.47,0.39
0.49,0.2554,0.7136,0.3762,0.2578,0.7114,0.3785,62074.0,171296.0,44160.0,0.5107,0.5703,0.5388,10822.0,31545.0,4343.0,39997.0,0.1749,0.4886,215,162,206,673,HG,0.49,0.05
0.49,0.2657,0.6877,0.3833,0.2681,0.6856,0.3855,62074.0,158725.0,42560.0,0.5157,0.565,0.5392,10429.0,28822.0,4736.0,42720.0,0.1749,0.4527,213,164,200,679,HG,0.49,0.07
0.49,0.2731,0.665,0.3872,0.2758,0.663,0.3895,62074.0,149237.0,41156.0,0.5197,0.5597,0.539,10084.0,26841.0,5081.0,44701.0,0.1749,0.4259,211,166,195,684,HG,0.49,0.09
0.49,0.279,0.6468,0.3899,0.2819,0.645,0.3923,62074.0,142024.0,40035.0,0.5279,0.5517,0.5396,9808.0,25342.0,5357.0,46200.0,0.1749,0.4054,208,169,186,693,HG,0.49,0.11
0.49,0.2833,0.6286,0.3906,0.286,0.627,0.3929,62074.0,136081.0,38923.0,0.537,0.5385,0.5377,9533.0,24119.0,5632.0,47423.0,0.1749,0.3881,203,174,175,704,HG,0.49,0.13
0.49,0.2865,0.6109,0.3901,0.2891,0.6093,0.3922,62074.0,130812.0,37821.0,0.5455,0.5252,0.5351,9264.0,23071.0,5901.0,48471.0,0.1749,0.3729,198,179,165,714,HG,0.49,0.15
0.49,0.29,0.5932,0.3896,0.2931,0.593,0.3923,62074.0,125589.0,36812.0,0.5449,0.5146,0.5293,8996.0,22022.0,6169.0,49520.0,0.1749,0.3577,194,183,162,717,HG,0.49,0.17
0.49,0.2943,0.5747,0.3892,0.2973,0.5755,0.3921,62074.0,120163.0,35725.0,0.5526,0.5013,0.5257,8716.0,20903.0,6449.0,50639.0,0.1749,0.3416,189,188,153,726,HG,0.49,0.19
0.49,0.2975,0.5531,0.3869,0.3007,0.5552,0.3901,62074.0,114614.0,34465.0,0.5589,0.4907,0.5226,8388.0,19809.0,6777.0,51733.0,0.1749,0.3252,185,192,146,733,HG,0.49,0.21
0.49,0.3003,0.5269,0.3826,0.3033,0.5292,0.3856,62074.0,108293.0,32850.0,0.5647,0.4748,0.5159,7990.0,18613.0,7175.0,52929.0,0.1749,0.3068,179,198,138,741,HG,0.49,0.23
0.49,0.3043,0.4998,0.3783,0.3074,0.5036,0.3817,62074.0,101709.0,31261.0,0.5607,0.4536,0.5015,7579.0,17330.0,7586.0,54212.0,0.1749,0.2873,171,206,134,745,HG,0.49,0.25
0.49,0.3081,0.4681,0.3716,0.31,0.4731,0.3746,62074.0,94715.0,29365.0,0.5644,0.4536,0.5029,7098.0,15937.0,8067.0,55605.0,0.1749,0.2657,171,206,132,747,HG,0.49,0.27
0.49,0.3127,0.4319,0.3627,0.3147,0.4399,0.3669,62074.0,86779.0,27308.0,0.5544,0.4324,0.4858,6550.0,14399.0,8615.0,57143.0,0.1749,0.2416,163,214,131,748,HG,0.49,0.29
0.49,0.3169,0.389,0.3492,0.3191,0.4007,0.3553,62074.0,77955.0,24876.0,0.5528,0.4164,0.475,5899.0,12717.0,9266.0,58825.0,0.1749,0.2147,157,220,127,752,HG,0.49,0.31
0.49,0.3205,0.3426,0.3312,0.3224,0.3574,0.339,62074.0,68822.0,22185.0,0.556,0.3952,0.462,5196.0,11016.0,9969.0,60526.0,0.1749,0.187,149,228,119,760,HG,0.49,0.33
0.49,0.328,0.2947,0.3104,0.3293,0.3119,0.3204,62074.0,58795.0,19362.0,0.563,0.3793,0.4532,4469.0,9157.0,10696.0,62385.0,0.1749,0.1571,143,234,111,768,HG,0.49,0.35
0.49,0.3375,0.2475,0.2856,0.3374,0.2648,0.2967,62074.0,48723.0,16438.0,0.5781,0.3634,0.4463,3753.0,7367.0,11412.0,64175.0,0.1749,0.1282,137,240,100,779,HG,0.49,0.37
0.49,0.3536,0.2038,0.2586,0.351,0.2191,0.2698,62074.0,38745.0,13601.0,0.5782,0.3236,0.415,3091.0,5651.0,12074.0,65891.0,0.1749,0.1008,122,255,89,790,HG,0.49,0.39
0.51,0.2595,0.7044,0.3793,0.2621,0.7028,0.3818,62074.0,166460.0,43626.0,0.5293,0.5517,0.5403,10682.0,30484.0,4483.0,41058.0,0.1749,0.4748,208,169,185,694,HG,0.51,0.05
0.51,0.2693,0.6803,0.3859,0.2719,0.6787,0.3883,62074.0,154924.0,42131.0,0.5337,0.5464,0.54,10317.0,27994.0,4848.0,43548.0,0.1749,0.4418,206,171,180,699,HG,0.51,0.07
0.51,0.2763,0.6585,0.3892,0.2792,0.657,0.3919,62074.0,146063.0,40783.0,0.5352,0.5438,0.5395,9986.0,26161.0,5179.0,45381.0,0.1749,0.4169,205,172,178,701,HG,0.51,0.09
0.51,0.2818,0.6406,0.3914,0.285,0.6393,0.3942,62074.0,139262.0,39683.0,0.5445,0.5358,0.5401,9715.0,24759.0,5450.0,46783.0,0.1749,0.3976,202,175,169,710,HG,0.51,0.11
0.51,0.2856,0.6226,0.3916,0.2886,0.6215,0.3942,62074.0,133666.0,38577.0,0.5534,0.5225,0.5375,9441.0,23611.0,5724.0,47931.0,0.1749,0.3812,197,180,159,720,HG,0.51,0.13
